Id,Series Name,Series Category ,Series Description,Photo
38,Cayenne ,Cayenne GTS,"In model year 2008, the Cayenne series was extended to include a sporty variant – the Cayenne GTS. The Cayenne GTS series had a chassis that was specially developed for this model variant.

The Cayenne GTS Porsche Design Edition 3 was launched in model year 2010. This special edition was limited to 1,000 units.

The Cayenne GTS and the Cayenne GTS Porsche Design Edition 3 delivered 405 horsepower with their 4.8-liter V8 engines.",/images/Id_b_38.jpg
39,Cayenne ,Cayenne Diesel,"The launch of the Cayenne Diesel for model year 2009 saw Porsche offer a model with a diesel engine for the first time.

The six-cylinder V diesel engine delivered 240 horsepower.

Thanks to its 26-gallon (100-liter) tank and an average consumption of 2.5 gallons (9.3 liters) of diesel per 62 miles (100 kilometers), the Cayenne Diesel achieved a range of up to 621 miles (1,000 kilometers).",/images/Id_b_39.jpg
40,997,911 Carrera,"From 2005, the Porsche 911 was presented as being more versatile than ever before: It was available as a Coupé and Targa, Cabriolet and Speedster, with rear and all-wheel drive, a slimmer and wider bodyshell, with water-cooled naturally aspirated engines and turbo engines, as a GTS version and in the sports versions GT2, GT2 RS, GT3 and two GT3 RS versions to choose from. Including special models, the range encompasses 30 model variants — supplemented by numerous customization options.

With the design of the 997 generation, Porsche sharpened the 911 character and gave it an even more dynamic and powerful appearance. The Carrera already looks noticeably more masculine with its more strongly modeled rear, and the S, GT and Turbo models add another 44 millimeters in width. The 997 differentiates itself from its predecessor by the steeper, round, clear-glass headlights, which reference an important stylistic element of the air-cooled 911.",/images/Id_b_40.jpg
41,997,911 Carrera 4,"Like the 964, 993 and 996, the 911 of the 997 series is also available with all-wheel drive in the Carrera 4 and Carrera 4S. A new addition is the Carrera 4 GTS, which offers higher performance. In this series, the 911 Targa is only available with all-wheel drive as the Targa 4 and 4S — a novelty in the 911 series.

Due to the wider track of the all-wheel drive, the bodyshell is a slight 44 mm broader than the all-wheel drive models. Since the 2008 model improvements, the Carrera 4 models are also instantly recognizable by their continuous Red reflector strip between the tail lights.",/images/Id_b_41.jpg
42,997,911 Turbo,"In June 2006, the 911 Turbo of the 997 generation came onto the market. Thanks to charging with two exhaust turbochargers, the new Turbo 911 initially had a power output of 353 kW (480 PS). The engine was the first series gasoline engine to have turbochargers with variable turbine geometry (VTG), which were developed in cooperation with BorgWarner. The inlet-side guide vanes in the turbocharger could be adjusted dynamically.

From 2007, came the addition of the Turbo Cabriolet with a three-layer fabric top, which opened and closed within just 20 seconds.
After the facelift for model year 2010, the Turbo with its newly developed engine delivered 368 kW (500 PS), the 911 Turbo S from the same model year even had 390 kW (530 PS) and a Porsche Doppelkupplung (PDK) as standard.",/images/Id_b_42.jpg
43,997,911 GT2,"When it was launched in 2007, the 911 GT2 from the 997 series was the fastest street-legal 911 ever built. Developed by the motorsport department in Weissach, it carries all the sporty genes that a road vehicle suitable for the racetrack needs.

The GT2 is based on the widened bodyshell of the 911 Turbo, but is rear-wheel drive instead of all-wheel drive. The strong weight reduction also contributes to the stately driving performance.",/images/Id_b_43.jpg
44,997,911 GT3,"The model improvements of the 997-generation 911 GT3 the appeared in 2006. Compared to its predecessors, much of the equipment was now on board as standard, such as the Porsche Active Suspension Management (PASM) sports chassis. The GT3 was also available with a Clubsport Package for use in motorsport.

From MY 2009, the reworked high-performance naturally aspirated engine delivered 320 kW (435 PS) instead of the previous 305 kW (415 PS).

Those who wanted even more than the GT3 had to offer could also order the 911 GT3 RS with 305 kW (415 PS) from 2006. This version was even more rigorously equipped for racing. In its final stage of evolution, as the 911 GT3 RS 4.0, it delivered a total of 368 kW (500 PS).",/images/Id_b_44.jpg
45,987,Boxter,"In the 2005 model year, Porsche expanded the Boxster model series to include the type 987 Boxster. Visually, the new model differs greatly from its predecessors with newly designed, oval headlights and 17-inch aluminum wheels instead of 16-inch aluminum wheels on the Boxster and 18-inch aluminum wheels instead of 17-inch aluminum wheels on the Boxster S. The electric convertible top of the new Boxster can now be opened and closed at a speed of up to 50 km/h. In the 2007 model year, the rated power of the two Boxster models would be raised to the same level as the Cayman models.",/images/Id_b_45.jpg
46,987,Boxter S,"The second generation of the Boxster S is characterized by its powerful and dynamic design language and a new, more powerful drive. Visually, the Boxster S differs from the Boxster, among other things, in the twin tailpipes, the Silver logo and the brake calipers painted in Red.

The engine output was increased over the course of production from 295 PS to 310 PS. Like the Boxster, the Boxster S is available with either a manual transmission or Tiptronic S, which was replaced by the PDK in the 2009 model year.",/images/Id_b_46.jpg
47,987,Cayman,"In the 2007 model year, Porsche initially presented the Cayman with a 5-speed manual transmission and a 2.7-liter engine, thereby complementing the new model series. The Cayman distinguishes itself from the S model by its unique look: Black anodized brake calipers, Black front spoiler lips, 17-inch aluminum wheels and an oval exhaust tailpipe.",/images/Id_b_47.jpg
48,987,Cayman S,"The Cayman S, which has been available since model year 2006, is the first Cayman generation produced in Porsche's history. The new mid-engine coupe closes the gap between the Boxster S and the 911 Carrera in terms of price and performance by being positioned above the Boxster S. The Cayman S, which is equipped with a 3.4-liter engine, has design features of the 550 Coupe from 1953 and the 904 Carrera GTS Coupe and differs significantly from the 911 Carrera in terms of design and proportions.

In April 2006, the Cayman S was voted World Performance Car of the Year for 2006 at the New York International Auto Show for its perfect combination of handling, looks and performance.",/images/Id_b_48.jpg
